Harry S. Truman,"December 31, 1947","Executive Order 9917—Appointment of Members and Alternate Member of Military Tribunals Established for the Trial and Punishment of Major War Criminals in Germany"
Harry S. Truman,"December 31, 1947","Executive Order 9916—Amendment of Executive Order No. 6868 of October 9 1934 as Amended Designating Members of the National Capital Housing Authority"
Harry S. Truman,"January 3, 1946","Executive Order 9673—Transfer of Certain Production Research and Development Functions from the Civilian Production Administration to the Department of Commerce"
Harry S. Truman,"January 4, 1946","Executive Order 9674—Liquidation of War Agencies"
Harry S. Truman,"January 5, 1946","Executive Order 9675—Creating An Emergency Board to Investigate the Disputes Between the St. Louis-san Francisco Railway Company and the St. Louis San Francisco and Texas Railway Company Carriers and Certain of Their Eimployees"
Harry S. Truman,"January 14, 1946","Executive Order 9676—Terminal Date for Filing Application for Non-Necessity Certificate Under Section 124(d) of the Internal Revenue Code"
Harry S. Truman,"January 14, 1946","Executive Order 9677—Authorizing the Appointment of Certain Persons at the Home of Franklin D. Roosevelt National Historic Site National Park Service Without Regard to the Civil Service Rules"
Harry S. Truman,"January 14, 1946","Executive Order 9678—Amendment of Executive Order No. 8743 of April 23 1941 Extending the Classified Civil Service"
Harry S. Truman,"January 16, 1946","Executive Order 9679—Amendment of Executive Order No. 9547 of May 2 1945 Entitled "Providing for Representation of the United States in Preparing and Prosecuting Charges of Atrocities and War Crimes Against Leaders of the European Axis Powers and Their Principal Agents and Accessories""
Harry S. Truman,"January 17, 1946","Executive Order 9681—Designating the Honorable Jorge L. Cordova as Acting Judge of the District Court of the United States for Puerto Rico"
Harry S. Truman,"January 17, 1946","Executive Order 9680—Abolishing the United States of America Typhus Commission"
Harry S. Truman,"January 18, 1946","Executive Order 9682—Providing for the Furnishing of Information and Assistance to the Joint Anglo-american Committee of Inquiry On Jewish Problems in Palestine and Europe"
Harry S. Truman,"January 19, 1946","Executive Order 9683—Restoring Limitations Upon Punishments for Certain Violations of Articles of War 58 59 61 and 86"
Harry S. Truman,"January 23, 1946","Executive Order 9684—Creating An Emergency Board to Investigate Disputes Between the Indiana Harbor Belt Railroad Chicago Junction Railway (the C. R. & I. R. R. Co. Lessee) and Chicago River and Indiana Railroad Company Carriers and Certain of Their Employees"
Harry S. Truman,"January 24, 1946","Executive Order 9685—Authorizing the Secretary of Agriculture to Take Possession of and Operate Certain Plants and Facilities Used in the Production Processing Transportation Sale and Distribution of Livestock Meat Meat Products and By-Products"
Harry S. Truman,"January 26, 1946","Executive Order 9686—Providing for the Administration By the Housing Expediter of Certain Functions Relating to Housing"
Harry S. Truman,"January 26, 1946","Executive Order 9687—Revoking Executive Orders Concerning Foreign Service Pay Adjustment"
Harry S. Truman,"January 31, 1946","Executive Order 9688—Amending Schedule B of the Civil Service Rules"
Harry S. Truman,"January 31, 1946","Executive Order 9689—Consolidation of Surplus Property Functions"
Harry S. Truman,"February 2, 1946","Executive Order 9690—Amending Executive Order 9685 Authorizing the Secretary of Agriculture to Take Possession of and Operate Certain Plants and Facilities Used in the Production Processing Transportation Sale and Distribution of Livestock Meat Meat Products and By-Products"
Harry S. Truman,"February 4, 1946","Executive Order 9691—Directing the Civil Service Commission to Resume Operations Under the Civil Service Rules and Authorizing the Adoption of Special Regulations During the Transitional Period"
Harry S. Truman,"February 5, 1946","Executive Order 9692—Amending Executive Order 9472 of August 29 1944 Establishing Certain Awards for the Merchant Marine"
Harry S. Truman,"February 5, 1946","Executive Order 9693—Possession Control and Operation of the Transportation Systems Plants and Facilities of Certain Towing and Transportation Companies Operating in New York Harbor and Contiguous Waters"
Harry S. Truman,"February 6, 1946","Executive Order 9694—Inspection of Income Excess-profits and Declared Value Excess-profits Tax Returns By the War Contracts Price Adjustment Board"
Harry S. Truman,"February 8, 1946","Executive Order 9695—Revocation of Executive Order No. 9243 of September 12 1942 Providing for the Transfer and Release of Federal Personnel"
Harry S. Truman,"February 12, 1946","Executive Order 9696—Reinstating Monnett B. Davis in the Foreign Service of the United States"
Harry S. Truman,"February 14, 1946","Executive Order 9697—Providing for the Continued Stabilization of the National Economy During the Transition from War to Peace"
Harry S. Truman,"February 19, 1946","Executive Order 9698—Designating Public International Organizations Entitled to Enjoy Certain Privileges Exemptions and Immunities"
Harry S. Truman,"February 21, 1946","Executive Order 9699—Re-establishing the Office of Economic Stabilization"
Harry S. Truman,"March 1, 1946","Executive Order 9700—Creating An Emergency Board to Investigate the Disputes Between the Texas & New Orleans Railroad Company Carrier and Certain of Its Employees"
Harry S. Truman,"March 4, 1946","Executive Order 9701—Providing for the Reservation of Rights to Fissionable Materials in Lands Owned By the United States"
Harry S. Truman,"March 8, 1946","Executive Order 9702—Creating an Emergency Board to Investigate a Dispute Between the Alton Railroad Company and Other Carriers and Certain of Their Employees"
Harry S. Truman,"March 12, 1946","Executive Order 9703—Regulations Relating to the Medical Care of Certain Personnel of the Coast Guard Coast and Geodetic Survey Public Health Service and Former Lighthouse Service"
Harry S. Truman,"March 14, 1946","Executive Order 9704—Functions of the American Battle Monuments Commission"
Harry S. Truman,"March 15, 1946","Executive Order 9705—Delegating Certain Functions and Authority Under the Agricultural Marketing Agreement Act of 1937 to the Economic Stabilization Director"
Harry S. Truman,"March 15, 1946","Executive Order 9706—Amending Executive Order No. 9265 of November 6 1942 Establishing the American European-african-middle Eastern and Asiatic-pacific Campaign Medals"
Harry S. Truman,"March 23, 1946","Executive Order 9707—Amendment of the Executive Order of January 31 1946 Entitled "Consolidation of Surplus Property Functions""
Harry S. Truman,"March 26, 1946","Executive Order 9708—Specifying Communicable Diseases for the Purpose of Regulations Providing for the Apprehension Detention or Conditional Release of Individuals to Prevent the Introduction Transmission or Spread of Communicable Diseases"
Harry S. Truman,"March 29, 1946","Executive Order 9709—Providing Interim Arrangements Respecting Certain Air Navigation Facilities Abroad"
Harry S. Truman,"April 10, 1946","Executive Order 9710—Terminating the Office of Inter-american Affairs and Transferring Certain of Its Functions"
Harry S. Truman,"April 11, 1946","Executive Order 9711—Providing Reemployment Benefits for Federal Civilian Employees Who Enter Civilian Service With the War Or Navy Departments in Occupied Areas"
Harry S. Truman,"April 13, 1946","Executive Order 9712—Amendment of Executive Order No. 8743 of April 23 1941 Extending the Classified Civil Service"
Harry S. Truman,"April 17, 1946","Executive Order 9713—Creating An Emergency Board to Investigate a Dispute Between the Chicago Rock Island & Pacific Railway Company and Certain of Its Employees"
Harry S. Truman,"April 20, 1946","Executive Order 9714—Amending Executive Order No. 9492 as Amended Prescribing Regulations Governing Non-Military and Non-Naval Transportation On Army and Navy Air Transports"
Harry S. Truman,"April 23, 1946","Executive Order 9715—The Death of Harlan Fiske Stone"
Harry S. Truman,"April 24, 1946","Executive Order 9716—Creating An Emergency Board to Investigate a Dispute Between the Railway Express Agency Inc. and Certain of Its Employees"
Harry S. Truman,"April 25, 1946","Executive Order 9717—Directing the Emergency Board Created By Executive Order 9716 of April 24 1946 to Investigate a Dispute Between the Railway Exress Agency Inc. and Certain of Its Employees Also to Investigate Disputes Between the Agency and Certain Other of Its Employees"
Harry S. Truman,"May 3, 1946","Executive Order 9718—Termination of the Petroleum Administration for War"
Harry S. Truman,"May 7, 1946","Executive Order 9719—Creating An Emergency Board to Investigate Disputes Between the Transcontinental & Western Air Inc. and Other Carriers and Certain of Their Employees"
Harry S. Truman,"May 8, 1946","Executive Order 9720—Discontinuing the Sitka and Subic Bay Naval Airspace Reservations and the Subic Bay Manila Bay Los Angeles-Long Beach Harbor San Diego San Francisco Columbia River Entrance and Strait of Juan De Fuca and Puget Sound Defensive Sea Areas"
Harry S. Truman,"May 10, 1946","Executive Order 9721—Providing for the Transfer of Personnel to Public International Organizations in Which the United States Government Participates"
Harry S. Truman,"May 13, 1946","Executive Order 9722—Reassignment of the Functions of the Service of Supply Command and the Commanding General Services of Supply"
Harry S. Truman,"May 14, 1946","Executive Order 9723—Termination of the President's War Relief Control Board"
Harry S. Truman,"May 15, 1946","Executive Order 9724—Amendment of Executive Order No. 9672 Establishing the National Wage Stabilization Board"
Harry S. Truman,"May 16, 1946","Executive Order 9725—Designating the Alien Property Custodian to Administer the Powers and Authority Conferred Upon the President by Sections 20 and 32 of the Trading With the Enemy Act as Amended"
Harry S. Truman,"May 17, 1946","Executive Order 9726—Transfer of Fiscal Functions Relating to Lend-lease Matters from the Department of State to the Treasury Department"
Harry S. Truman,"May 17, 1946","Executive Order 9727—Possession Control and Operation of Certain Railroads"
Harry S. Truman,"May 21, 1946","Executive Order 9728—Authorizing the Secretary of the Interior to Take Possession of and to Operate Certain Coal Mines"
Harry S. Truman,"May 23, 1946","Executive Order 9729—Further Defining the Functions and Duties of the Office of Defense Transportation"
Harry S. Truman,"May 24, 1946","Executive Order 9730—Amendment of Executive Order No. 9630 of September 27 1945 Redistributing Foreign Economic Functions and Functions With Respect to Surplus Property in Foreign Areas"
Harry S. Truman,"May 29, 1946","Executive Order 9731—Creating An Emergency Board to Investigate a Dispute Between the Hudson & Hudson & Manhattan Railroad Company and Certain of Its Employees"
Harry S. Truman,"June 3, 1946","Executive Order 9732—Relating to the Administration of the Act of February 22 1935 as Amended"
Harry S. Truman,"June 4, 1946","Executive Order 9733—Authorizing Certification for Probational Appointment of Certain Classes of Persons"
Harry S. Truman,"June 6, 1946","Executive Order 9734—President's Certificate of Merit"
Harry S. Truman,"June 11, 1946","Executive Order 9735—Establishing a Cabinet Committee On Palestine and Related Problems"
Harry S. Truman,"June 14, 1946","Executive Order 9736—Possession Control and Operation of the Transportation System Plants and Facilities of the Monongahela Connecting Railroad Company"
Harry S. Truman,"June 17, 1946","Executive Order 9737—Revoking Section 3 of Executive Order 3928 of April 8 1942 Relating to the Stabilization of Wages Prices and Salaries"
Harry S. Truman,"June 19, 1946","Executive Order 9738—Restricting Competition in Examination for the Position of Correctional Officer Under the Bureau of Prisons Department of Justice"
Harry S. Truman,"June 20, 1946","Executive Order 9740—Amendment of Executive Order No. 1888 of February 2 1914 as Amended Relating to Conditions of Employment in the Service of the Panama Canal and the Panama Railroad Company on the Isthmus of Panama"
Harry S. Truman,"June 20, 1946","Executive Order 9739—Prescribing Regulations Governing the Payment of Expenses of Transportation of Civilian Officers and Employees Transferred Incident to the Return of Departmental Functions to the Seat of Government"
Harry S. Truman,"June 25, 1946","Executive Order 9741—Extending the Existence of the Quantico-superior Committee Created By Executive Order No. 6783 of June 30 1934"
Harry S. Truman,"June 25, 1946","Executive Order 9742—Termination and Liquidation of the War Relocation Authority"
Harry S. Truman,"June 26, 1946","Executive Order 9743—Regulations Governing the Payment of Expenses of Transportation of the Immediate Families of Civilian Officers and Employees of the Government Fiscal Year 1947"
Harry S. Truman,"June 27, 1946","Executive Order 9744—Termination of the Office of the Director of Liquidation"
Harry S. Truman,"June 29, 1946","Executive Order 9744-B—Regulations Governing the Furnishing of Clothing in Kind Or Payment of Cash Allowances in Liew Thereof to Enlisted Personnel of the Navy the Coast Guard the Naval Resere and the Coast Guard Reserve"
Harry S. Truman,"June 29, 1946","Executive Order 9744-C—Amending Executive Order 9561 of June 1 1945 Prescribing Regulations Governing the Granting of Allowances for Quarters and Subsistence to Enlisted Men"
Harry S. Truman,"June 29, 1946","Executive Order 9744-A—Transferring the Review Committee on Deferment of Government Employees to the Office of War Mobilization and Reconversion"
Harry S. Truman,"June 30, 1946","Executive Order 9745—Providing for the Interim Administration of Certain Continuing Functions of the Office of Price Administration"
Harry S. Truman,"July 1, 1946","Executive Order 9746—Authorizing the Secretary of War and the Governor of the Panama Canal to Perform Certain Functions Relating to the Panama Canal and the Canal Zone"
Harry S. Truman,"July 3, 1946","Executive Order 9747—Continuing the Functions of the Alien Property Custodian and the Department of the Treasurer in the Philippines"
Harry S. Truman,"July 3, 1946","Executive Order 9748—Creating An Emergency Board to Investigate a Dispute Between the Norwest Airlines Inc. and Certain of Its Employees"
Harry S. Truman,"July 10, 1946","Executive Order 9750—Excluding from the Provisions of the Classification Act of 1923 as Amended Positions of Persons Whose Employment in Government Hospitals is on a Student-Training Or Resident-Training Basis"
Harry S. Truman,"July 10, 1946","Executive Order 9749—Creating An Emergency Board to Investigate a Dispute Between the Denver & Rio Grande Western Railroad Company and Certain of Its Employees"
Harry S. Truman,"July 11, 1946","Executive Order 9751—Designating Public International Organizations Entitled to Enjoy Certain Priviliges Exemptions and Immunities"
Harry S. Truman,"July 15, 1946","Executive Order 9752—Restoring Certain Land to the Territory of Hawaii for Use of the City and County of Honolulu"
Harry S. Truman,"July 16, 1946","Executive Order 9753—Authorizing the Appointment of Ellen S. Woodward to a Position as Director of Inter-Agency Relations in the Federal Security Agency Without Regard to Civil Service Rules"
Harry S. Truman,"July 16, 1946","Executive Order 9756—Authorizing the Appointment of George E. Bigge to a Position as Member of Director of Federal-State Relations in the Federal Security Agency Without Regard to Civil Service Rules"
Harry S. Truman,"July 16, 1946","Executive Order 9757—Authorizing the Appointment of Arthur J. Altmeyer to a Position as Commissioner for Social Security in the Federal Security Agency Without Regard to Civil Service Rules"
Harry S. Truman,"July 16, 1946","Executive Order 9755—Authorizing the Appointment of Hattie W. Caraway to a Position as Member of the Employees' Compensation Appeal Board in the Federal Security Agency Without Regard to Civil Service Rules"
Harry S. Truman,"July 16, 1946","Executive Order 9754—Authorizing the Appointment of Jewell Wood Swofford to a Position as Commissioner for Special Services in the Federal Security Agency Without Regard to Civil Service Rules"
Harry S. Truman,"July 19, 1946","Executive Order 9758—Authorizing the Secretary of the Interior to Take Possession of and to Operate Certain Coal Mines"
Harry S. Truman,"July 22, 1946","Executive Order 9759—Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone"
Harry S. Truman,"July 23, 1946","Executive Order 9761—Preservation and Display of Enemy Flags Captured by the Navy and the Coast Guard"
Harry S. Truman,"July 23, 1946","Executive Order 9760—Conferring Certain Authority Upon the Secretary of State With Regard to Diplomatic and Consular Property of Germany and Japan Within the United States"
Harry S. Truman,"July 25, 1946","Executive Order 9762—Transferring the Functions of the Office of Economic Stablization to the Office of War Mobilization and Reconversion"
Harry S. Truman,"July 27, 1946","Executive Order 9763—Creating An Emergency Board to Invetigate a Dispute Between the Pullman Company and Certain of Its Employees"
Harry S. Truman,"July 29, 1946","Executive Order 9765—Authorizing the Appointment of Albert H. Ladner Jr. to a Position as Member of the Employees' Compensation Appeal Board in the Federal Security Agency Without Regard to Civil Service Rules"
Harry S. Truman,"July 29, 1946","Executive Order 9764—Inspection of Income Excess-profits Declared Value Excess-profits and Capital Stock Tax Returns By the Special Committee Established Pursuant to Senate Resolution 71 Severnty-sevetnth Congress First Session to Investigate the Operation of the National-defense Program"
Harry S. Truman,"July 31, 1946","Executive Order 9766—Authorizing the Detail of an Army Officer for Military Duty with the Institute of Inter-American Affairs and the Inter-American Educational Foundation"
Harry S. Truman,"August 9, 1946","Executive Order 9767—Amending the Foreign Service Regulations of the United States"
Harry S. Truman,"August 9, 1946","Executive Order 9768—Extending the Provisions of Executive Order 9177 of May 30 1942 to the Secretary of Commerce"
Harry S. Truman,"August 14, 1946","Executive Order 9769—Amendment of the Regulations Governing the Appointment of Postmasters of the Fourth Class"
Harry S. Truman,"August 14, 1946","Executive Order 9770—Amendment of the Regulations Governing the Appointment of Postmasters of the Fourth Class"
Harry S. Truman,"August 24, 1946","Executive Order 9772—Restoring Limitations Upon Punishments for Certain Violations of Articles of War 58 59 61 and 86 as to Offenses Committed in Occupied Emeny Territory"
Harry S. Truman,"August 24, 1946","Executive Order 9771—Transferring the Use Possession and Control of Certain Lands to the Tennessee Valley Authority"
Harry S. Truman,"September 3, 1946","Executive Order 9774—Designating the Reconstruction Finance Corporation as the Agency to Act With Respect to Certan Bonds Notes and Other Securities Acquired on Behalf of the United States Under the Provisions of the Transportation Act 1920"
Harry S. Truman,"September 3, 1946","Executive Order 9773—Disposal of the U. S. S. Lafayette (apv-4 Ex-normandie)"
Harry S. Truman,"September 3, 1946","Executive Order 9775—Establishing the Federal Committee On Highway Safety"
Harry S. Truman,"September 5, 1946","Executive Order 9776—Reopening East Executive Avenue to Public Travel"
Harry S. Truman,"September 5, 1946","Executive Order 9777—Designating the Honorable A. Cecil Snyder as Acting Judge of the District Court of the United States for Puerto Rico"
Harry S. Truman,"September 10, 1946","Executive Order 9778—Regulations Governing Travel and Transportation Expenses of New Appointees to Positions in the Government Service Located Outside the United States and Such Expenses of Employees Returning to the United States"
Harry S. Truman,"September 18, 1946","Executive Order 9779—Authorizing the Appointment of Robert J. Barrett to a Position as Captain in the Metropolitan Police Force of the District of Columbia Without Regard to the Civil Service Rules"
Harry S. Truman,"September 19, 1946","Executive Order 9780—Exemption of Certain Officers of the Executive Branch of the Government From Compulsory Retirement for Age"
Harry S. Truman,"September 19, 1946","Executive Order 9781—Establishing the Air Coordinating Committee"
Harry S. Truman,"September 23, 1946","Executive Order 9783—Revocation of Executive Order No. 7744 Authorizing the Solicitor of the Department of Labor to Act as Secretary of Labor"
Harry S. Truman,"September 23, 1946","Executive Order 9782—Creating An Emergency Board to Investigate a Dispute Between the Utah Idaho Central Railroad Corporation and Certain of Its Employees"
Harry S. Truman,"September 25, 1946","Executive Order 9784—Providing for the More Efficient Use and for the Transfer and Other Disposition of Government Records"
Harry S. Truman,"October 1, 1946","Executive Order 9785—Amendment of Executive Order 9744-B of June 29 1946 Prescribing Regulations Governing the Furnishing of Clothing in Kind or Payment of Cash Allowances in Liew Thereof to Enlisted Personnel of the Navy the Coast Guard the Naval Reserve and the Coast Guard Reserve"
Harry S. Truman,"October 5, 1946","Executive Order 9786—Regulations Regard the Consideration Adjustment and Settlement of Claims Under Public Law 657 Approved August 7 1946"
Harry S. Truman,"October 5, 1946","Executive Order 9787—Amendment of Executive Order 7747 of November 20 1937 as Amended Establishing the San Clemente Island Naval Defensive Sea Area"
Harry S. Truman,"October 14, 1946","Executive Order 9788—Terminating the Office of Alien Property Custodian and Transferring Its Functions to the Attorney General"
Harry S. Truman,"October 14, 1946","Executive Order 9790—Amending Executive Order No. 7926 of July 7 1938 Establishing the Wheeler Migratory Waterfowl Refuge"
Harry S. Truman,"October 14, 1946","Executive Order 9789—Terminating the Office of Alien Property Custodian and Transferring Its Functions to the Attorney General"
Harry S. Truman,"October 17, 1946","Executive Order 9791—Providing for a Study of Scientific Reseach and Development Activities and Establishing the President's Scientific Research Board"
Harry S. Truman,"October 23, 1946","Executive Order 9792—Amending Executive Order No. 9492 as Amended Prescribing Regulations Governing Non-military and Non-naval Transportation of Army and Navy Air Transports"
Harry S. Truman,"October 25, 1946","Executive Order 9793—Creating An Emergency Board to Investigate Disputes Between the Atlanta & St. Andrews Bay Railway Company and Other Carriers and Certain of Their Employees"
Harry S. Truman,"October 26, 1946","Executive Order 9794—Designating the Solicitor of the Department of the Interior to Act as Under Secretary of Assistant Secretary of the Interior"
Harry S. Truman,"October 26, 1946","Executive Order 9795—Restoring Certain Lands to the Jurisdiction of the Territory of Hawaii"
Harry S. Truman,"October 31, 1946","Executive Order 9796—Amendment of Executive Order No. 9761 of July 23 1946 Providing for the Preservation and Display of Enemy Flags Captured By the Navy and Coast Guard"
Harry S. Truman,"November 6, 1946","Executive Order 9797—Transferring to the Department of Commerce Certain Functions Relating to Air-navigation Facilities Outside the Continental United States"
Harry S. Truman,"November 6, 1946","Executive Order 9798—Creating an Emergency Board to Investigate the Dispute Between the Barre & Chelsea Railroad Company and the St. Johnsbury & Lake Champlain Railroad Company and Certain of Their Employees"
Harry S. Truman,"November 8, 1946","Executive Order 9800—Authorizing the Appointment of Mrs. Mary L. Hoffman to a Civilian Position at the Naval Powder Factory Indian Health Maryland Without Compliance with the Civil Service Rules"
Harry S. Truman,"November 8, 1946","Executive Order 9799—Authorizing the Secretary of State to Exercise the Authority of the President to Classify Positions Occupied By Chiefs of Mission"
Harry S. Truman,"November 9, 1946","Executive Order 9801—Removing Wage and Salary Controls Adopted Pursuant to the Stabilization Act of 1942"
Harry S. Truman,"November 12, 1946","Executive Order 9802—Terminal Date for Filing Application for Payment Certificate Under Section 124 (h) of the Internal Revenue Code"
Harry S. Truman,"November 16, 1946","Executive Order 9803—Creating An Emergency Board to Investigate the Dispute Between the Leigh Valley Railroad Company and Certain of Its Employees"
Harry S. Truman,"November 21, 1946","Executive Order 9804—Revoking Executive Orders No. 2463 of September 29 1916 and No. 4182 of March 24 1925 Relating to Administration of the Employees' Compensation Act With Respect to Employees of Alaska Railroad and Placing the Administration of That Act as to Such Employees in the Federal Security Agency"
Harry S. Truman,"November 25, 1946","Executive Order 9805—Regulations Governing Payment of Travel and Transportation Expenses of Civilian Officers and Employees of the United States When Transferred from One Official Station to Another for Permanent Duty"
Harry S. Truman,"November 25, 1946","Executive Order 9806—Establishing the President's Temporary Commission on Employee Loyalty"
Harry S. Truman,"November 29, 1946","Executive Order 9807—Authorizing the Civil Service Commission to Confer a Competative Civil Service Status Upon Certain Groups of Employees"
Harry S. Truman,"December 5, 1946","Executive Order 9808—Establishing the President's Committee on Civil Rights"
Harry S. Truman,"December 12, 1946","Executive Order 9809—Providing for the Disposition of Certain War Agencies"
Harry S. Truman,"December 12, 1946","Executive Order 9810—Excusing Federal Employees from Duty One-have Day On December 24 1946"
Harry S. Truman,"December 17, 1946","Executive Order 9811—Extension of Trust Periods On Indian Lands Expiring During the Calendar Year 1947"
Harry S. Truman,"December 19, 1946","Executive Order 9812—Inspection of Income Excess-profits and Declared Value Excess-profits Tax Returns By the Committee On Naval Affairs House of Representatives"
Harry S. Truman,"December 20, 1946","Executive Order 9813—Appointment of the Members and the Alternate Member of a Military Tribunal Establlished for the Trial and Punishment of Major War Criminals in Germany"
Harry S. Truman,"December 23, 1946","Executive Order 9814—Establishing An Amnesty Board to Review Convictions of Persons Under the Selective Training and Service Act of 1940 and to Make Recommendations for Executive Clemency With Respect Thereto"
Harry S. Truman,"December 23, 1946","Executive Order 9815—Amending Section 7 of the Executive Order No. 9691 of February 4 1946 Entitled "Directing the Civil Serve Commission to Resume Operations Under the Civil Service Rules and Authorizing the Adoption of Special Regulations During the Transitional Period""
Harry S. Truman,"December 31, 1946","Executive Order 9816—Providing the Transfer of Properties and Personnel to the Atomic Energy Commission"
Harry S. Truman,"December 31, 1946","Executive Order 9817—Regulations Governing Awards to Federal Employees for Metitorious Suggestions and for Exceptional or Meritorius Service"
Franklin D. Roosevelt,"January 12, 1945","Executive Order 9511—AUTHORIZING THE SECRETARY OF WAR TO TAKE POSSESSION OF AND OPERATE THE PROPERTIES OF THE CLEVELAND ELECTRIC ILLUMINATING COMPANY LOCATED IN AND AROUND CLEVELAND OHIO"
Franklin D. Roosevelt,"February 18, 1945","Executive Order 9523—AUTHORIZING THE SECRETARY OF WAR TO TAKE POSSESSION OF AND OPERATE THE PLANTS AND FACILITIES OF THE AMERICAN ENKA CORPORATION LOCATED AT OR NEAR ENKA NORTH CAROLINA"
Franklin D. Roosevelt,"February 18, 1945","Executive Order 9524—AMENDING EXECUTIVE ORDER NO. 9195 OF JULY 7 1942 PRESCRIBING REGULATIONS RELATING TO AERIAL FLIGHTS BY PERSONNEL OF THE ARMY NAVY MARINE CORPS COAST GUARD AND NATIONAL GUARD"
Franklin D. Roosevelt,"March 15, 1945","Executive Order 9531—MAKING CERTAIN CHANGES IN THE CUSTOMS FIELD ORGANIZATION"
Franklin D. Roosevelt,"March 23, 1945","Executive Order 9533—CHANGING THE NAME OF THE CUSTOMS PORT OF ENTRY OF MARSHFIELD OREGON TO COOS BAY OREGON"
Harry S. Truman,"April 13, 1945","Executive Order 9538—Authorizing Certification for Probational Appointment of Persons Who Lost Opportunity for Probational Appointment Because of Entry Into the Armed Forces"
Harry S. Truman,"April 13, 1945","Executive Order 9539—Reinstating Avra M. Warren in the Foreign Service of the United States"
Harry S. Truman,"April 17, 1945","Executive Order 9540—Authorizing the Petroleum Administratior to Take the Posession of and to the Cities Service Refining Corporation Located in and Around Lake Charles Louisiana"
Harry S. Truman,"April 19, 1945","Executive Order 9541—Transferring the Office of Surplus Property of the Procurement Division of the Department of the Treasury to the Department of Commerce"
Harry S. Truman,"April 23, 1945","Executive Order 9543—Designating the Reconstruction Finance Corporation as the Agency to Act With Respect to Certain Bonds Notes and Other Securities Acquired on Behalf of the United States Under the Provisions of the Transportation Act 1920"
Harry S. Truman,"April 23, 1945","Executive Order 9542—Authorizing the Secretary of the Navy to Take Possession of Anf to Operate the Plants and Facilities of the United Engineering Company Ltd. Located At San Francisco California"
Harry S. Truman,"April 25, 1945","Executive Order 9544—Authorizing and Directing the Secretary of War to Assume Full Control of a Certain Airport"
Harry S. Truman,"April 27, 1945","Executive Order 9545—Restoring Certain Lands Comprising Part of the Aiea Military Reservation to the Use of the Territory of Hawaii"
Harry S. Truman,"May 1, 1945","Executive Order 9546—Inspection By the Federal Security Agency of Statistical Transcript Punch Cards Prepared from Individual Income Tax Returns"
Harry S. Truman,"May 2, 1945","Executive Order 9547—Providing for Representation of the United States in Preparing and Prosecuting Charges of Atrocities and War Crimes Against the Leaders of the European Axis Powers and Their Principal Agents and Accessories"
Harry S. Truman,"May 3, 1945","Executive Order 9548—Authorizing the Secretary of the Interior to Take Possesion of and to Operate Certain Coal Mines"
Harry S. Truman,"May 8, 1945","Executive Order 9549—Designation of Mrs. Ruth W. Talley and Mrs. Alice M. Grove to Sign Land Patents"
Harry S. Truman,"May 10, 1945","Executive Order 9550—Relating to Aerial Flights By Personnel of the Coast and Geodetic Survey"
Harry S. Truman,"May 16, 1945","Executive Order 9551—Providing for the Transfer to the Republic of Panama of the Water and Sewage Systems Installed By the United States in the Cities of Panama and Colon"
Harry S. Truman,"May 19, 1945","Executive Order 9552—Authorizing the Secretary of War to Take Possession of and Operate the Plants and Facilities of the Cocker Machine and Foundry Company Located At Gastonia North Carolina"
Harry S. Truman,"May 22, 1945","Executive Order 9553—Creating An Emergency Board to Investigate a Dispute Between the River Terminal Railway Company and Its Employees"
Harry S. Truman,"May 23, 1945","Executive Order 9554—Possession and Operation of Property of Motor Carriers in and About the City of Chicago Illinois"
Harry S. Truman,"May 24, 1945","Executive Order 9555—Creating An Emergency Board to Investigate a Dispute Between the Illinois Central Railroad Company and Its Employees"
Harry S. Truman,"May 26, 1945","Executive Order 9558—Reinstating Certain Former Foreign Service Officers"
Harry S. Truman,"May 26, 1945","Executive Order 9557—Amendment of Executive Order 9210 of August 1 1942 Prescribing Regulations Governing the Payment of Additional Compensation to Enlisted Men of the Navy and Coast Guard Specially Qualified in the Use of Arms"
Harry S. Truman,"May 26, 1945","Executive Order 9556—Providing for the Exercise of Certain Functions Duties and Powers of the President With Respect to Certain Court Martial Cases By the Secretary of War the Under Secretary of War the Secretary of the Navy and the Under Secretary of the Navy"
Harry S. Truman,"May 28, 1945","Executive Order 9559—Authorizing the Secretary of War to Take Possession of and Operate the Plants and Facilities of the Gaffney Manufacturing Company Located At Gaffney South Carolina"
Harry S. Truman,"June 1, 1945","Executive Order 9560—Authorizing the Secretary of War to Take Possession of and Operate the Plants and Facilities of the Mary-Leila Cotton Mills Inc. Located At Greensboro Georgia"
Harry S. Truman,"June 1, 1945","Executive Order 9561—Amending Executive Order No. 9386 of October 15 1943 Prescribing Regulations Governing the Granting of Allowances for Quarters and Subsistence to Enlisted Men"
Harry S. Truman,"June 4, 1945","Executive Order 9562—Termination of the Office of Civilian Defense"
Harry S. Truman,"June 4, 1945","Executive Order 9563—Amendment of Rule 46 of Executive Order No. 4314 of September 25 1925 Establishing Rules Governing Navigation of the Panama Canal and Adjacent Waters"
Harry S. Truman,"June 5, 1945","Executive Order 9564—Authorizing the Petroleum Administrator to Take Possession of and Operate the Plants and Facilities of the Humble Oil and Refining Company Located in Ingleside Texas"
Harry S. Truman,"June 5, 1945","Executive Order 9565—Authorizing the Petroleum Administrator to Take Possession of and Operate the Plants and Facilities At the Cabin Creek Oil Field of the Pure Oil Company Located At Dawes West Virginia"
